date,price,traffic
2024-05-24,450.0,10289.0
2024-05-25,450.0,9198.0
2024-05-26,450.0,13114.0
2024-05-27,450.0,11953.0
2024-05-28,450.0,11722.0
2024-05-29,450.0,11965.0
2024-05-30,450.0,11839.0
2024-05-31,450.0,10348.0
2024-06-01,450.0,9052.0
2024-06-02,450.0,13104.0
2024-06-03,450.0,11647.0
2024-06-04,450.0,11798.0
2024-06-05,450.0,12032.0
2024-06-06,450.0,12098.0
2024-06-07,450.0,10306.0
2024-06-08,450.0,8939.0
2024-06-09,450.0,12822.0
2024-06-10,450.0,11822.0
2024-06-11,450.0,11745.0
2024-06-12,450.0,11795.0
2024-06-13,450.0,11922.0
2024-06-14,450.0,10482.0
2024-06-15,450.0,9274.0
2024-06-16,450.0,12995.0
2024-06-17,450.0,11992.0
2024-06-18,450.0,11826.0
2024-06-19,450.0,11696.0
2024-06-20,450.0,11818.0
2024-06-21,450.0,10308.0
2024-06-22,450.0,9184.0
2024-06-23,450.0,13023.0
2024-06-24,450.0,11757.0
2024-06-25,450.0,11610.0
2024-06-26,450.0,11763.0
2024-06-27,450.0,12161.0
2024-06-28,450.0,10162.0
2024-06-29,450.0,9101.0
2024-06-30,450.0,13193.0
2024-07-01,450.0,12034.0
2024-07-02,450.0,11817.0
2024-07-03,450.0,12035.0
2024-07-04,450.0,12085.0
2024-07-05,450.0,10184.0
2024-07-06,450.0,9069.0
2024-07-07,450.0,13248.0
2024-07-08,450.0,12028.0
2024-07-09,450.0,11447.0
2024-07-10,450.0,11759.0
2024-07-11,450.0,11889.0
2024-07-12,450.0,10441.0
2024-07-13,450.0,9070.0
2024-07-14,450.0,13053.0
2024-07-15,450.0,11791.0
2024-07-16,450.0,11747.0
2024-07-17,450.0,11621.0
2024-07-18,450.0,11648.0
2024-07-19,450.0,10542.0
2024-07-20,450.0,9140.0
2024-07-21,450.0,12755.0
2024-07-22,450.0,11821.0
2024-07-23,450.0,11438.0
2024-07-24,450.0,12008.0
2024-07-25,450.0,11953.0
2024-07-26,450.0,10297.0
2024-07-27,450.0,9051.0
2024-07-28,450.0,13007.0
2024-07-29,450.0,11939.0
2024-07-30,450.0,11588.0
2024-07-31,450.0,12053.0
2024-08-01,450.0,11843.0
2024-08-02,450.0,10433.0
2024-08-03,450.0,9345.0
2024-08-04,450.0,12796.0
2024-08-05,450.0,11874.0
2024-08-06,450.0,11529.0
2024-08-07,450.0,12145.0
2024-08-08,450.0,11904.0
2024-08-09,450.0,10516.0
2024-08-10,450.0,9018.0
2024-08-11,450.0,13212.0
2024-08-12,450.0,11731.0
2024-08-13,450.0,11635.0
2024-08-14,450.0,11820.0
2024-08-15,450.0,11676.0
2024-08-16,450.0,10380.0
2024-08-17,450.0,9248.0
2024-08-18,450.0,12996.0
2024-08-19,450.0,11969.0
2024-08-20,450.0,11504.0
2024-08-21,450.0,11910.0
2024-08-22,450.0,11736.0
2024-08-23,450.0,10568.0
2024-08-24,450.0,9221.0
2024-08-25,450.0,13184.0
2024-08-26,450.0,11874.0
2024-08-27,450.0,11675.0
2024-08-28,450.0,11948.0
2024-08-29,450.0,11787.0
2024-08-30,450.0,10488.0
2024-08-31,450.0,9374.0
2024-09-01,450.0,12897.0
2024-09-02,450.0,11888.0
2024-09-03,450.0,11484.0
2024-09-04,450.0,11634.0
2024-09-05,450.0,12048.0
2024-09-06,450.0,10589.0
2024-09-07,450.0,9171.0
2024-09-08,450.0,13415.0
2024-09-09,450.0,11704.0
2024-09-10,450.0,11508.0
2024-09-11,450.0,12023.0
2024-09-12,450.0,12043.0
2024-09-13,450.0,10470.0
2024-09-14,450.0,9397.0
2024-09-15,450.0,12993.0
2024-09-16,450.0,11704.0
2024-09-17,450.0,11840.0
2024-09-18,450.0,11692.0
2024-09-19,450.0,12157.0
2024-09-20,450.0,10286.0
2024-09-21,450.0,9379.0
2024-09-22,450.0,13025.0
2024-09-23,450.0,11936.0
2024-09-24,450.0,11505.0
2024-09-25,450.0,11971.0
2024-09-26,450.0,12079.0
2024-09-27,450.0,10273.0
2024-09-28,450.0,9085.0
2024-09-29,450.0,13299.0
2024-09-30,450.0,11895.0
2024-10-01,450.0,11838.0
2024-10-02,450.0,11829.0
2024-10-03,450.0,11950.0
2024-10-04,450.0,10371.0
2024-10-05,450.0,9229.0
2024-10-06,450.0,13037.0
2024-10-07,450.0,11965.0
2024-10-08,450.0,11541.0
2024-10-09,450.0,12098.0
2024-10-10,450.0,12179.0
2024-10-11,450.0,10371.0
2024-10-12,450.0,9353.0
2024-10-13,450.0,12969.0
2024-10-14,450.0,11946.0
2024-10-15,450.0,11796.0
2024-10-16,450.0,12170.0
2024-10-17,450.0,12062.0
2024-10-18,450.0,10527.0
2024-10-19,450.0,9124.0
2024-10-20,450.0,13128.0
2024-10-21,450.0,12028.0
2024-10-22,450.0,11733.0
2024-10-23,450.0,11811.0
2024-10-24,450.0,12100.0
2024-10-25,450.0,10536.0
2024-10-26,450.0,9228.0
2024-10-27,450.0,13284.0
2024-10-28,450.0,11810.0
2024-10-29,450.0,11547.0
2024-10-30,450.0,11949.0
2024-10-31,450.0,11928.0
2024-11-01,500.0,9975.0
2024-11-02,500.0,9215.0
2024-11-03,500.0,12828.0
2024-11-04,500.0,11722.0
2024-11-05,500.0,11432.0
2024-11-06,500.0,11485.0
2024-11-07,500.0,11758.0
2024-11-08,500.0,10335.0
2024-11-09,500.0,9133.0
2024-11-10,500.0,12854.0
2024-11-11,500.0,11794.0
2024-11-12,500.0,11551.0
2024-11-13,500.0,11716.0
2024-11-14,500.0,11682.0
2024-11-15,500.0,10307.0
2024-11-16,500.0,9100.0
2024-11-17,500.0,13094.0
2024-11-18,500.0,11747.0
2024-11-19,500.0,11371.0
2024-11-20,500.0,11554.0
2024-11-21,500.0,12144.0
2024-11-22,500.0,10577.0
2024-11-23,500.0,9330.0
2024-11-24,500.0,13500.0
2024-11-25,500.0,11944.0
2024-11-26,500.0,11895.0
2024-11-27,500.0,12113.0
2024-11-28,500.0,12065.0
2024-11-29,500.0,10424.0
2024-11-30,500.0,9141.0
2024-12-01,500.0,12940.0
2024-12-02,500.0,12063.0
2024-12-03,500.0,11614.0
2024-12-04,500.0,11928.0
2024-12-05,500.0,12367.0
2024-12-06,500.0,10385.0
2024-12-07,500.0,9410.0
2024-12-08,500.0,13290.0
2024-12-09,500.0,11670.0
2024-12-10,500.0,11779.0
2024-12-11,500.0,11885.0
2024-12-12,500.0,12069.0
2024-12-13,500.0,10281.0
2024-12-14,500.0,9452.0
2024-12-15,500.0,13141.0
2024-12-16,500.0,11943.0
2024-12-17,500.0,11932.0
2024-12-18,500.0,12067.0
2024-12-19,500.0,12341.0
2024-12-20,500.0,10762.0
2024-12-21,500.0,9374.0
2024-12-22,500.0,13245.0
2024-12-23,500.0,12099.0
2024-12-24,500.0,11764.0
2024-12-25,500.0,12015.0
2024-12-26,500.0,12134.0
2024-12-27,500.0,10748.0
2024-12-28,500.0,9333.0
2024-12-29,500.0,13499.0
2024-12-30,500.0,12059.0
2024-12-31,500.0,11917.0
