date,price,traffic
2024-05-24,450.0,15019.0
2024-05-25,450.0,11848.0
2024-05-26,450.0,6117.0
2024-05-27,450.0,8368.0
2024-05-28,450.0,9590.0
2024-05-29,450.0,9944.0
2024-05-30,450.0,10987.0
2024-05-31,450.0,15623.0
2024-06-01,450.0,12150.0
2024-06-02,450.0,6019.0
2024-06-03,450.0,8229.0
2024-06-04,450.0,9410.0
2024-06-05,450.0,10009.0
2024-06-06,450.0,10836.0
2024-06-07,450.0,15738.0
2024-06-08,450.0,12151.0
2024-06-09,450.0,6003.0
2024-06-10,450.0,8347.0
2024-06-11,450.0,9407.0
2024-06-12,450.0,10030.0
2024-06-13,450.0,10841.0
2024-06-14,450.0,16030.0
2024-06-15,450.0,11974.0
2024-06-16,450.0,6100.0
2024-06-17,450.0,8274.0
2024-06-18,450.0,9688.0
2024-06-19,450.0,10133.0
2024-06-20,450.0,10919.0
2024-06-21,450.0,15642.0
2024-06-22,450.0,12232.0
2024-06-23,450.0,6094.0
2024-06-24,450.0,8320.0
2024-06-25,450.0,9666.0
2024-06-26,450.0,10007.0
2024-06-27,450.0,10702.0
2024-06-28,450.0,15909.0
2024-06-29,450.0,11935.0
2024-06-30,450.0,6140.0
2024-07-01,450.0,8381.0
2024-07-02,450.0,9555.0
2024-07-03,450.0,9975.0
2024-07-04,450.0,10707.0
2024-07-05,450.0,15707.0
2024-07-06,450.0,12224.0
2024-07-07,450.0,6145.0
2024-07-08,450.0,8204.0
2024-07-09,450.0,9404.0
2024-07-10,450.0,9937.0
2024-07-11,450.0,10900.0
2024-07-12,450.0,15764.0
2024-07-13,450.0,12095.0
2024-07-14,450.0,6111.0
2024-07-15,450.0,8323.0
2024-07-16,450.0,9506.0
2024-07-17,450.0,9817.0
2024-07-18,450.0,10725.0
2024-07-19,450.0,16084.0
2024-07-20,450.0,12154.0
2024-07-21,450.0,6011.0
2024-07-22,450.0,8390.0
2024-07-23,450.0,9506.0
2024-07-24,450.0,10165.0
2024-07-25,450.0,10894.0
2024-07-26,450.0,15921.0
2024-07-27,450.0,12226.0
2024-07-28,450.0,6041.0
2024-07-29,450.0,8321.0
2024-07-30,450.0,9610.0
2024-07-31,450.0,9785.0
2024-08-01,450.0,10793.0
2024-08-02,450.0,15998.0
2024-08-03,450.0,12385.0
2024-08-04,450.0,6165.0
2024-08-05,450.0,8311.0
2024-08-06,450.0,9778.0
2024-08-07,450.0,10148.0
2024-08-08,450.0,11014.0
2024-08-09,450.0,16152.0
2024-08-10,450.0,12237.0
2024-08-11,450.0,6157.0
2024-08-12,450.0,8411.0
2024-08-13,450.0,9742.0
2024-08-14,450.0,10104.0
2024-08-15,450.0,11067.0
2024-08-16,450.0,15831.0
2024-08-17,450.0,12036.0
2024-08-18,450.0,6209.0
2024-08-19,450.0,8466.0
2024-08-20,450.0,9646.0
2024-08-21,450.0,10040.0
2024-08-22,450.0,11062.0
2024-08-23,450.0,16052.0
2024-08-24,450.0,12388.0
2024-08-25,450.0,6184.0
2024-08-26,450.0,8505.0
2024-08-27,450.0,9496.0
2024-08-28,450.0,10041.0
2024-08-29,450.0,11029.0
2024-08-30,450.0,16036.0
2024-08-31,450.0,12224.0
2024-09-01,450.0,6019.0
2024-09-02,450.0,8375.0
2024-09-03,450.0,9721.0
2024-09-04,450.0,10149.0
2024-09-05,450.0,11142.0
2024-09-06,450.0,16186.0
2024-09-07,450.0,12405.0
2024-09-08,450.0,6263.0
2024-09-09,450.0,8534.0
2024-09-10,450.0,9377.0
2024-09-11,450.0,10030.0
2024-09-12,450.0,10901.0
2024-09-13,450.0,15796.0
2024-09-14,450.0,12281.0
2024-09-15,450.0,6085.0
2024-09-16,450.0,8511.0
2024-09-17,450.0,9483.0
2024-09-18,450.0,10099.0
2024-09-19,450.0,11047.0
2024-09-20,450.0,16171.0
2024-09-21,450.0,12047.0
2024-09-22,450.0,6144.0
2024-09-23,450.0,8388.0
2024-09-24,450.0,9670.0
2024-09-25,450.0,10205.0
2024-09-26,450.0,10953.0
2024-09-27,450.0,16130.0
2024-09-28,450.0,12471.0
2024-09-29,450.0,6247.0
2024-09-30,450.0,8380.0
2024-10-01,450.0,9667.0
2024-10-02,450.0,9996.0
2024-10-03,450.0,10773.0
2024-10-04,450.0,15898.0
2024-10-05,450.0,12151.0
2024-10-06,450.0,6129.0
2024-10-07,450.0,8350.0
2024-10-08,450.0,9723.0
2024-10-09,450.0,10200.0
2024-10-10,450.0,11177.0
2024-10-11,450.0,16239.0
2024-10-12,450.0,12256.0
2024-10-13,450.0,6082.0
2024-10-14,450.0,8344.0
2024-10-15,450.0,9702.0
2024-10-16,450.0,10286.0
2024-10-17,450.0,11065.0
2024-10-18,450.0,16378.0
2024-10-19,450.0,12111.0
2024-10-20,450.0,6094.0
2024-10-21,450.0,8507.0
2024-10-22,450.0,9515.0
2024-10-23,450.0,10312.0
2024-10-24,450.0,10926.0
2024-10-25,450.0,16144.0
2024-10-26,450.0,11993.0
2024-10-27,450.0,6140.0
2024-10-28,450.0,8491.0
2024-10-29,450.0,9602.0
2024-10-30,450.0,10183.0
2024-10-31,450.0,11002.0
2024-11-01,500.0,15233.0
2024-11-02,500.0,11489.0
2024-11-03,500.0,5858.0
2024-11-04,500.0,7947.0
2024-11-05,500.0,9215.0
2024-11-06,500.0,9464.0
2024-11-07,500.0,10736.0
2024-11-08,500.0,15121.0
2024-11-09,500.0,11867.0
2024-11-10,500.0,5851.0
2024-11-11,500.0,8032.0
2024-11-12,500.0,9148.0
2024-11-13,500.0,9633.0
2024-11-14,500.0,10412.0
2024-11-15,500.0,15665.0
2024-11-16,500.0,11705.0
2024-11-17,500.0,5947.0
2024-11-18,500.0,8191.0
2024-11-19,500.0,9231.0
2024-11-20,500.0,9707.0
2024-11-21,500.0,10821.0
2024-11-22,500.0,15962.0
2024-11-23,500.0,11904.0
2024-11-24,500.0,6206.0
2024-11-25,500.0,8202.0
2024-11-26,500.0,9804.0
2024-11-27,500.0,9937.0
2024-11-28,500.0,10988.0
2024-11-29,500.0,15749.0
2024-11-30,500.0,12597.0
2024-12-01,500.0,6159.0
2024-12-02,500.0,8307.0
2024-12-03,500.0,9526.0
2024-12-04,500.0,9979.0
2024-12-05,500.0,11228.0
2024-12-06,500.0,16206.0
2024-12-07,500.0,12357.0
2024-12-08,500.0,6189.0
2024-12-09,500.0,8463.0
2024-12-10,500.0,9789.0
2024-12-11,500.0,10106.0
2024-12-12,500.0,10996.0
2024-12-13,500.0,16272.0
2024-12-14,500.0,12223.0
2024-12-15,500.0,6119.0
2024-12-16,500.0,8442.0
2024-12-17,500.0,9460.0
2024-12-18,500.0,10095.0
2024-12-19,500.0,11096.0
2024-12-20,500.0,15988.0
2024-12-21,500.0,12169.0
2024-12-22,500.0,6056.0
2024-12-23,500.0,8398.0
2024-12-24,500.0,9665.0
2024-12-25,500.0,10146.0
2024-12-26,500.0,11083.0
2024-12-27,500.0,16557.0
2024-12-28,500.0,12577.0
2024-12-29,500.0,6321.0
2024-12-30,500.0,8482.0
2024-12-31,500.0,9788.0
